,High,ISIN,Last,Last Date/Time,Low,Market,Name,Open,Symbol,Ticker,Time Zone,Trading Currency,Turnover,Volume,City,sector,industry,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
1261,55.14,FR0000130577,54.98,13/08/2021 17:35,54.72,Euronext,PUBLICIS GROUPE SA,54.84,PUB,PUB.PA,CET,EUR,17742795.22,322792,Paris,Communication Services,Advertising Agencies,0.18604,0.07761,0.041,0.15096,0.03537,none,,84.354,11.75,0.882,PAR,1.068985,8.653,1.61,29.945,2.044,11.376782,2021-06-30,https://logo.clearbit.com/publicisgroupe.com
1262,9.84,NO0003103103,9.78,13/08/2021 16:25,9.62,B?rs,Q-FREE,9.8,QFR,QFR.OL,CET,NOK,613163.18,63088,Oslo,Industrials,Infrastructure Operations,0.06847,-0.01348,0.134,0.04823,0.0301,none,,73.838,0.559,1.262,OSL,0.835016,20.022,1.371,4.539,,14.246155,2021-06-30,https://logo.clearbit.com/q-free.com
1263,11.9,BE0974272040,11.9,13/08/2021 10:48,11.7,Euronext,QRF,11.9,QRF,QRF.BR,CET,EUR,10909.15,931,Brussels,Real Estate,REIT—Retail,0.62048,-0.38614,-0.153,0.61902,0.021470001,none,,99.796,0.241,0.219,BRU,1.387205,23.416,14.529,16.427,,,2020-12-31,https://logo.clearbit.com/qrf.be
1264,24.48,FR0000120560,24.24,13/08/2021 17:35,24.06,Euronext,QUADIENT,24.22,QDT,QDT.PA,CET,EUR,890273.56,36707,Paris,Technology,Software—Application,0.19680999,0.03925,-0.071,0.14591,0.0309,none,,82.73,14.938,1.439,PAR,0.754275,6.356,1.251,35.86,,,2021-01-31,https://logo.clearbit.com/quadient.com
1265,25.2,ES0105118006,25,13/08/2021 12:12,25,Euronext Growth,QUADPACK,25.2,ALQP,ALQP.PA,CET,EUR,275.2,11,Paris,Consumer Cyclical,Packaging & Containers,0.0647,-0.014989999,0.256,-0.00445,-0.0023100001,none,,94.988,3.013,1.377,PAR,0.263968,18.572,1.202,8.397,0.365,,2019-07-31,https://logo.clearbit.com/quadpack.com
1266,32.38,NO0010785967,31.34,13/08/2021 16:26,31.14,Euronext Growth,QUANTAFUEL,31.86,QFUEL,QFUEL.OL,CET,NOK,12358287.16,391080,Oslo,Industrials,Waste Management,0.0,0.0,94.8,-14.1171,-0.08818,none,,44.179,3.324,5.336,OSL,1.2009,-28.947,387.458,4.213,,,2021-06-30,https://logo.clearbit.com/quantafuel.com
1267,5.375,FR0011648971,5.335,13/08/2021 17:35,5.135,Euronext Growth,QUANTUM GENOMICS,5.31,ALQGC,ALQGC.PA,CET,EUR,1890151.64,360692,Paris,Healthcare,Biotechnology,0.0,0.0,5.263,-11.51553,-0.34603,none,,0.007,1.01,4.374,PAR,0.893864,-4.919,56.592,1.016,,-6.9256754,2020-12-31,https://logo.clearbit.com/quantum-genomics.com
1268,1.254,CA74836K1003,1.22,13/08/2021 16:25,1.2,B?rs,QUESTERRE ENERGY,1.24,QEC,QEC.OL,CET,NOK,500724.108,412342,Oslo,Energy,Oil & Gas E&P,0.28454,-0.13797,-0.005,-0.13374,-0.0086199995,none,,9.662,0.026,0.722,OSL,2.126565,96.694,27.514,0.358,,7.4375005,2021-03-31,https://logo.clearbit.com/questerre.com
1269,8.12,BE0003730448,8.1,13/08/2021 17:35,8.02,Euronext,QUESTFOR GR-PRICAF,8.02,QFG,QFG.BR,CET,EUR,37356.5,4619,Brussels,Financial Services,Asset Management,0.0,0.96466005,,0.96860003,0.2572,none,,,9.846,18411628.0,BRU,0.921503,,-0.564,9.876,,,2021-03-31,https://logo.clearbit.com/questforgrowth.com
1270,8.38,FR0010889386,8.32,13/08/2021 17:29,8.24,Euronext Growth,QWAMPLIFY,8.32,ALQWA,ALQWA.PA,CET,EUR,3765.2,454,Paris,Communication Services,Advertising Agencies,0.13305001,0.20729999,0.02,0.11848,0.032360002,none,,41.901,3.423,1.055,PAR,0.401439,9.468,1.26,4.998,1.968,,2020-09-30,https://logo.clearbit.com/qwamplify.com
1271,-,FR0013472677,-,-,-,Euronext Growth,QWAMPLIFY BSAANE,-,QWABS,QWABS.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
1272,33.27,NO0010859689,32.8,13/08/2021 14:51,32.61,Euronext Growth,R8 PROPERTY,33.27,R8P,R8P.OL,CET,NOK,101681.86,3100,Oslo,Real Estate,Real Estate—Development,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/r8property.no
1273,1.34,PTRIZ0AM0009,1.34,13/08/2021 20:30,1.34,Euronext Access,RAIZE,1.34,MLRZE,MLRZE.LS,BST,EUR,49.58,37,Lisbon,Financial Services,Credit Services,-0.14169,-0.14218001,,-0.15248,-0.018760001,none,,,,12.388,LIS,1.119232,-71.994,10.201,0.075,,,No info,https://logo.clearbit.com/raize.pt
1274,9.46,GB00BRGBL804,9.04,12/08/2021 16:25,8.7,B?rs,RAK PETROLEUM,8.7,RAKP,RAKP.OL,CET,NOK,110709.22,12244,Oslo,Energy,Oil & Gas E&P,0.6171,-0.04296,0.275,-0.14133,-0.01901,none,,68.972,1.627,2.63,OSL,2.16386,7.834,4.835,2.354,,,2021-06-30,https://logo.clearbit.com/rakpetroleum.uk
1275,5.9,FR0000060618,5.78,13/08/2021 17:35,5.73,Euronext,RALLYE,5.84,RAL,RAL.PA,CET,EUR,108913.44,18748,Paris,Consumer Defensive,Grocery Stores,0.057140004,-0.01343,-0.103,0.040209997,0.024130002,none,,393.779,41.047,0.268,PAR,2.442199,11.549,0.66,-15.981,,,2021-06-30,https://logo.clearbit.com/rallye.fr
1276,5.84,PTFRV0AE0004,5.84,13/08/2021 21:35,5.76,Euronext,RAMADA,5.76,RAM,RAM.LS,BST,EUR,31174.8,5365,Lisbon,Basic Materials,Steel,0.14813,0.07809,0.218,0.12359,,none,,50.813,,,LIS,,9.434,1.397,5.06,1.141,,2021-03-31,https://logo.clearbit.com/ramadainvestimentos.pt
1277,19,FR0000044471,18.85,13/08/2021 17:35,18.5,Euronext,RAMSAY GEN SANTE,19,GDS,GDS.PA,CET,EUR,6281.15,335,Paris,Healthcare,Medical Care Facilities,0.050580002,0.0163,-0.012,0.066700004,0.02392,none,,361.732,7.453,0.689,PAR,-0.023217,27.731,1.403,9.499,,,2020-12-31,https://logo.clearbit.com/ramsaygds.fr
1278,68,NO0010907389,67.3,13/08/2021 16:25,66.05,Euronext Growth,RANA GRUBER,67.5,RANA,RANA.OL,CET,NOK,14290133.33,213288,Oslo,Basic Materials,Other Industrial Metals & Mining,0.54208,0.25658,1.045,0.47159,,none,,25.562,5.707,1.123,OSL,,3.122,1.692,14.326,7.585,,2021-03-31,https://logo.clearbit.com/ranagruber.no
1279,62.5,NL0000379121,62.32,13/08/2021 17:35,62.08,Euronext,RANDSTAD NV,62.26,RAND,RAND.AS,CET,EUR,11591085.66,186117,Amsterdam,Industrials,Staffing & Employment Services,0.03288,0.01958,0.021,0.027309999,0.03516,none,,18.945,3.381,1.075,AMS,1.439091,16.289,0.536,23.139,2.122,12.824561,2021-03-31,https://logo.clearbit.com/randstad.com
1280,0.0815,GB00BLG2TX24,0.0815,13/08/2021 09:00,0.0815,Euronext Growth,RAPID NUTRITION,0.0815,ALRPD,ALRPD.PA,CET,EUR,0.0815,1,Paris,Healthcare,Drug Manufacturers—Specialty & Generic,0.06538,-1.00517,1.281,0.065019995,,none,,26.218,0.155,1.506,PAR,-0.52704,8.218,0.537,,1.224,,2019-12-31,https://logo.clearbit.com/rnplc.com
1281,0.18,FR0012395457,0.18,05/08/2021 16:30,0.18,Euronext Access,RAPIDO PRET,0.18,ML350,ML350.PA,CET,EUR,878.04,4878,Paris,Real Estate,Real Estate Services,0.0,0.12661,,0.18851,0.21170999,none,,,,2.215,PAR,2.053067,,,,,,No info,https://logo.clearbit.com/rapidopret.fr
1282,2.88,NO0003117202,2.82,13/08/2021 15:38,2.75,B?rs,REACH SUBSEA,2.77,REACH,REACH.OL,CET,NOK,119788.53,42272,Oslo,Energy,Oil & Gas Equipment & Services,0.09949,0.13430001,0.292,0.123100005,0.10418,none,,73.339,1.005,1.01,OSL,1.676064,7.05,0.701,1.543,,26.7,2021-03-31,https://logo.clearbit.com/reachsubsea.no
1283,20,BE0003841583,20,11/08/2021 16:30,20,Euronext Access,REALCO,20,REAL,REAL.BR,CET,EUR,2200,110,Brussels,Consumer Defensive,Household & Personal Products,0.14487,0.15687999,,0.11721,0.0939,none,,,,1.721,BRU,0.00608,8.194,1.187,7.992,,,No info,https://logo.clearbit.com/realco.be
1284,26.4,FR0011858190,25.6,13/08/2021 17:10,25.6,Euronext Growth,REALITES,26.4,ALREA,ALREA.PA,CET,EUR,31146.4,1197,Paris,Real Estate,Real Estate Services,0.07856,0.030030001,0.338,0.06671,0.01943,none,,221.662,21.299,0.933,PAR,1.169897,16.916,1.329,23.342,-0.163,20.72,2020-12-31,https://logo.clearbit.com/realites.com
1285,17.3,NO0010112675,16.55,13/08/2021 16:29,16.53,B?rs,REC SILICON,16.85,RECSI,RECSI.OL,CET,NOK,149139928.5,8805852,Oslo,Technology,Semiconductor Equipment & Materials,0.054980002,-0.35696998,0.138,-0.2,-0.050419997,none,,435.119,0.306,2.219,OSL,0.306799,1183.696,65.08,0.117,,,2021-03-31,https://logo.clearbit.com/recsilicon.com
1286,15,BE0003656676,14.94,13/08/2021 17:35,14.7,Euronext,RECTICEL,14.78,REC,REC.BR,CET,EUR,1406220.5,94640,Brussels,Basic Materials,Chemicals,0.07422,0.0762,-0.095,0.01844,0.01273,none,,25.339,1.433,1.15,BRU,1.641196,11.559,0.858,6.028,-0.649,22.215385,2020-12-31,https://logo.clearbit.com/recticel.com
1287,1.868,FR0000120388,1.848,13/05/2020 17:20,1.816,Euronext,RECYLEX S.A.,1.842,RX,RX.PA,CET,EUR,12873.94,7005,Paris,Basic Materials,Other Industrial Metals & Mining,1.25411,1.1131301,-0.745,1.15738,1.0722799,none,,,0.244,0.272,PAR,,0.43,0.54,-1.492,,,2020-12-31,https://logo.clearbit.com/recylex.fr
1288,0.033,PTRED0AP0010,0.033,13/08/2021 20:30,0.033,Euronext,"REDITUS,SGPS",0.033,RED,RED.LS,BST,EUR,369.501,11197,Lisbon,Technology,Information Technology Services,0.11378,-0.05375,-0.241,0.064109996,0.0049,none,,394.262,0.077,0.437,LIS,0.140961,26.34,2.997,1.041,,,2020-12-31,https://logo.clearbit.com/reditus.pt
1289,0.33,BE0003829463,0.33,05/11/2019 16:30,0.33,Euronext Access,REIBEL,0.33,REI,REI.BR,CET,EUR,165,500,Brussels,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
1290,16.6,LU0383812293,16.3,13/08/2021 14:24,16.3,Euronext,REINET INVESTMENTS,16.5,REINA,REINA.AS,CET,EUR,31283.2,1902,Amsterdam,Financial Services,Asset Management,0.0,0.99803,,0.99804,0.1297,none,,15.537,0.005,0.333,AMS,0.439659,,2.862,24.695,,,2021-03-31,https://logo.clearbit.com/reinet.com
1291,25.76,GB00B2B0DG97,25.65,13/08/2021 17:37,25.59,Euronext,RELX,25.59,REN,REN.AS,CET,EUR,15343950.26,597594,Amsterdam,Communication Services,Publishing,0.31415,0.19135,-0.031,0.25531998,0.078990005,buy,2.2,268.462,0.034,0.455,AMS,0.509122,25.224,7.924,1.09,0.212,25.392157,2021-06-30,https://logo.clearbit.com/relx.com
1292,178.2,FR0000130395,176.5,13/08/2021 17:38,175.9,Euronext,REMY COINTREAU,177.4,RCO,RCO.PA,CET,EUR,9185779,51963,Paris,Consumer Defensive,Beverages—Wineries & Distilleries,0.26024,0.14304,0.157,0.23361999,0.05296,none,,33.262,3.999,0.447,PAR,0.060807,33.469,8.71,29.162,2.472,54.01961,2021-03-31,https://logo.clearbit.com/remy-cointreau.com
1293,2.425,PTREL0AM0008,2.42,13/08/2021 21:35,2.405,Euronext,REN,2.425,RENE,RENE.LS,BST,EUR,752824.535,311336,Lisbon,Utilities,Utilities—Diversified,0.58555,0.13823,0.077,0.26032,0.022780001,none,,215.833,0.466,0.671,LIS,0.419191,9.575,5.607,2.138,-0.161,13.999999,2021-06-30,https://logo.clearbit.com/ren.pt
1294,34.05,FR0000131906,33.665,13/08/2021 17:35,33.46,Euronext,RENAULT,33.9,RNO,RNO.PA,CET,EUR,24008263.44,712142,Paris,Consumer Cyclical,Auto Manufacturers,0.07856,-0.00748,0.268,0.031240001,0.00844,none,,234.346,77.195,0.921,PAR,2.085518,13.16,1.034,91.14,,1.8749169,2021-06-30,https://logo.clearbit.com/group.renault.com
1295,6.32,GB00BNR4T868,6.3,13/08/2021 17:35,6.24,Euronext,RENEWI,6.3,RWI,RWI.AS,CET,EUR,41222.3,6573,Amsterdam,Industrials,Waste Management,0.089449994,0.0065499996,0.015,0.04287,0.02221,none,,296.01,0.76,0.464,AMS,1.722919,7.928,0.709,0.296,,,2021-03-31,https://logo.clearbit.com/renewi.com
1296,7,ES0105550000,7,29/06/2021 00:00,7,Euronext Access,RES GESTAE SOCIMI,7,MLJDL,MLJDL.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
1297,177.5,BE0003707214,173.5,13/08/2021 17:17,173,Euronext,RESILUX,174,RES,RES.BR,CET,EUR,118024.5,676,Brussels,Consumer Cyclical,Packaging & Containers,0.13793999,0.06863,0.001,0.08646,0.06881,none,,22.239,6.647,0.721,BRU,0.582668,7.462,1.029,79.238,0.262,,2021-06-30,https://logo.clearbit.com/resilux.com
1298,69.9,BE0003720340,69.7,13/08/2021 17:35,69.1,Euronext,RETAIL ESTATES,69.3,RET,RET.BR,CET,EUR,1235305.6,17733,Brussels,Real Estate,REIT—Retail,0.87614995,0.60863,-0.08,0.87211996,0.03101,none,,113.832,0.291,0.076,BRU,1.153933,19.656,17.221,63.812,0.019,,2021-03-31,https://logo.clearbit.com/retailestates.com
1299,69.9,BE0003720340,69.7,13/08/2021 17:35,69.1,Euronext,RETAIL ESTATES,69.3,RET,RET.AS,CET,EUR,1235305.6,17733,Amsterdam,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
1300,9.94,FR0000077232,9.94,27/12/2016 15:00,9.94,Euronext Access,REVIVAL EXPANSION,9.94,MLREX,MLREX.PA,CET,EUR,29.82,3,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
1301,4.05,FR0010820274,3.995,13/08/2021 17:35,3.98,Euronext Growth,REWORLD MEDIA,4.05,ALREW,ALREW.PA,CET,EUR,122327.355,30593,Paris,Communication Services,Advertising Agencies,0.09663,0.030050002,0.077,0.08809,0.05329,none,,113.578,1.915,0.639,PAR,1.031986,6.051,0.585,1.878,-0.518,,2020-12-31,https://logo.clearbit.com/reworldmedia.com
1302,18.205,FR0010451203,18.125,13/08/2021 17:35,17.925,Euronext,REXEL,18.025,RXL,RXL.PA,CET,EUR,7548513.44,416567,Paris,Industrials,Industrial Distribution,0.05544,0.03303,0.167,0.05164,0.04265,none,,74.893,1.609,0.985,PAR,1.881984,10.635,0.59,12.514,,13.962184,2021-06-30,https://logo.clearbit.com/rexel.com
1303,1.5,FR0000075954,1.48,13/08/2021 17:22,1.48,Euronext Growth,RIBER,1.5,ALRIB,ALRIB.PA,CET,EUR,10764.094,7253,Paris,Technology,Semiconductor Equipment & Materials,0.055970002,0.0086,-0.049,0.02296,0.011039999,none,,47.804,0.38,1.229,PAR,1.445566,19.256,1.078,0.905,-0.084,,2020-12-31,https://logo.clearbit.com/riber.com
1304,63,MT0001710103,61,13/08/2021 16:27,60,Euronext Growth,RIVER TECH,63,RIVER,RIVER.OL,CET,NOK,336061.5,5492,Oslo,Technology,Information Technology Services,0.36053002,0.07145,,0.337,0.13396,none,,,0.052,0.334,OSL,0.865966,270.488,97.519,-0.652,,,2020-12-31,https://logo.clearbit.com/river.tech
1305,1050,FR0000039091,1050,13/08/2021 17:35,1028,Euronext,ROBERTET,1028,RBT,RBT.PA,CET,EUR,293552,281,Paris,Basic Materials,Chemicals,0.16502,0.09395,-0.032,0.13188,0.0669,none,,18.322,65.291,2.43,PAR,0.255416,24.774,4.088,206.136,-0.133,,2020-12-31,https://logo.clearbit.com/robertet.com
1306,194,FR0000045619,194,16/04/2021 11:30,194,Euronext,ROBERTET CDV 87,194,CBR,CBR.PA,CET,EUR,194,1,Paris,nan,nan,,,,,,none,,,,,PAR,,,,,,,No info,
1307,913,FR0000045601,913,13/08/2021 11:30,913,Euronext,ROBERTET CI,913,CBE,CBE.PA,CET,EUR,3652,4,Paris,Basic Materials,Chemicals,0.16502,0.09395,-0.032,0.13188,0.0669,none,,18.322,65.291,2.43,PAR,0.255416,24.201,3.994,206.136,-0.133,,2020-12-31,https://logo.clearbit.com/robertet.com
1308,29.5,FR0013344173,29.3,13/08/2021 17:12,29.3,Euronext,ROCHE BOBOIS,29.5,RBO,RBO.PA,CET,EUR,13047.6,445,Paris,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.088149995,0.0375,0.117,0.060149997,0.031070001,none,,271.282,7.425,0.546,PAR,0.765965,16.96,1.495,5.586,1.147,,2020-12-31,https://logo.clearbit.com/roche-bobois.com
1309,1.94,FR0010523167,1.94,13/08/2021 17:35,1.91,Euronext Growth,ROCTOOL,1.91,ALROC,ALROC.PA,CET,EUR,1045.67,547,Paris,Technology,Electronic Components,-0.26834,-0.39303002,0.052,-0.32816002,-0.15328,none,,90.927,,1.141,PAR,1.112794,,,1.747,,,2020-12-31,https://logo.clearbit.com/roctool.com
1310,0.027,FR0013477585,0.027,13/08/2021 09:06,0.027,Euronext Growth,ROCTOOL BSA 2020,0.027,ROCBS,ROCBS.PA,CET,EUR,2.7,100,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
1311,-,FR0013477593,-,-,-,Euronext Growth,ROCTOOL BSA 2020-2,-,ROCBT,ROCBT.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
1312,1.63,BMG763301022,1.62,13/08/2021 16:10,1.62,Euronext Expand,ROMREAL,1.63,ROM,ROM.OL,CET,NOK,111898.92,69066,Oslo,Real Estate,Real Estate Services,0.0,0.0,0.654,-20.0041,-0.1122,none,,,0.03,9.204,OSL,0.488027,-20.486,404.753,0.363,,,2021-06-30,https://logo.clearbit.com/romreal.com
1313,122,NO0010759988,122,10/08/2021 09:41,122,Euronext Growth,ROMSDAL SPAREBANK,122,ROMSB,ROMSB.OL,CET,NOK,6100,50,Oslo,Financial Services,Financial Conglomerates,0.0,0.25160998,0.131,0.32084998,0.00595,none,,,389.367,,OSL,,,3.592,392.228,0.091,,2021-06-30,https://logo.clearbit.com/romsdalsbanken.no
1314,0.22,NL0000440477,0.218,13/08/2021 16:35,0.217,Euronext,ROODMICROTEC,0.218,ROOD,ROOD.AS,CET,EUR,13957.986,64211,Amsterdam,Technology,Semiconductors,0.14947,0.06625,0.358,0.07024,0.0428,none,,73.471,0.026,1.751,AMS,0.948459,9.866,1.475,0.018,,10.3,2021-06-30,https://logo.clearbit.com/roodmicrotec.com
1315,75,BE0003575835,75,13/08/2021 17:17,75,Euronext,ROSIER,75,ENGB,ENGB.BR,CET,EUR,3675,49,Brussels,Basic Materials,Agricultural Inputs,0.00178,-0.12634,-0.149,-0.103769995,-0.114779994,none,,1095.631,0.922,0.853,BRU,0.578772,221.903,0.395,21.455,,,2020-12-31,https://logo.clearbit.com/rosier.eu
1316,33.5,FR0000031684,33.5,13/08/2021 17:35,32.6,Euronext,ROTHSCHILD & CO,32.6,ROTH,ROTH.PA,CET,EUR,487574.7,14683,Paris,Financial Services,Capital Markets,0.0,0.18556999,0.609,0.30634,0.04316,none,,25.606,104.006,0.994,PAR,1.077537,,-1.571,31.105,4.763,,2021-06-30,https://logo.clearbit.com/rothschildandco.com
1317,17.6,FR0000037640,17.6,26/02/2018 13:46,17.4,Euronext Growth,ROUGIER S.A.,17.4,ALRGR,ALRGR.PA,CET,EUR,2843.6,162,Paris,nan,nan,,,,,,nan,,,,,YHD,,,,,,,No info,
1318,14.2,BE0003741551,14,13/08/2021 16:42,13.95,Euronext,ROULARTA,14.2,ROU,ROU.BR,CET,EUR,27389.7,1936,Brussels,Communication Services,Publishing,0.08011,0.05585,0.178,0.044460002,0.02214,none,,2.543,7.582,1.323,BRU,0.680729,4.949,0.396,19.202,,,2021-06-30,https://logo.clearbit.com/roularta.be
1319,56,FR0000035750,56,14/06/2021 16:30,56,Euronext Access,ROUSSELET CENTRIF.,56,MLROU,MLROU.PA,CET,EUR,896,16,Paris,Industrials,Specialty Industrial Machinery,0.01508,0.00829,,0.00622,0.0053899996,none,,,,0.785,PAR,-0.251384,167.614,2.528,5.942,,,No info,https://logo.clearbit.com/rousselet.com
1320,17.412,GB00B03MLX29,17.288,13/08/2021 17:39,17.23,Euronext,ROYAL DUTCH SHELLA,17.37,RDSA,RDSA.AS,CET,EUR,116590174.3,6733291,Amsterdam,Energy,Oil & Gas Integrated,0.26309,0.02724,0.862,0.07131,0.02355,none,,58.441,4.378,0.921,AMS,1.076396,3.817,1.004,21.037,,5.598718,2021-06-30,https://logo.clearbit.com/shell.com
1321,17.12,GB00B03MM408,16.86,13/08/2021 17:35,16.86,Euronext,ROYAL DUTCH SHELLB,17.08,RDSB,RDSB.AS,CET,EUR,3484333.26,205405,Amsterdam,Energy,Oil & Gas Integrated,0.26309,0.02724,0.862,0.07131,0.02355,buy,2.2,58.441,4.378,0.921,AMS,1.076396,3.774,0.993,21.037,,5.2822084,2021-06-30,https://logo.clearbit.com/shell.com
1322,12.98,ES0105505004,12.98,03/09/2020 04:00,12.98,Euronext Access,RSR SINGULAR,12.98,MLRSR,MLRSR.LS,BST,EUR,-,-,Lisbon,nan,nan,,,,,,nan,,,,,LIS,,,,,,,No info,
1323,33.82,FR0013269123,33.59,13/08/2021 17:35,33.46,Euronext,RUBIS,33.55,RUI,RUI.PA,CET,EUR,4847056.91,144121,Paris,Utilities,Utilities—Regulated Gas,0.119820006,0.07184,,0.093760006,0.04284,none,,54.669,10.443,1.784,PAR,1.311288,8.316,0.996,24.149,,9.179245,2020-12-31,https://logo.clearbit.com/rubis.fr
1324,16.26,IE00BYTBXV33,16.24,13/08/2021 21:04,16.1,Euronext,RYANAIR HOLD. PLC,16.255,RY4C,RY4C.IR,IST,EUR,13384657.22,826402,Dublin,Industrials,Airlines,-0.16408001,-0.62055,-0.901,-0.51313996,-0.03875,none,,116.791,2.763,0.889,ISE,1.568822,-75.685,12.418,4.143,,,2021-03-31,https://logo.clearbit.com/ryanair.com
1325,7.15,PTSCB0AM0001,7.15,14/07/2021 15:36,7.15,Euronext Access,S.CLUBE BRAGA,7.15,SCB,SCB.LS,BST,EUR,793.65,111,Lisbon,Consumer Cyclical,Leisure,-0.33956,1.9244299,0.098,-0.88942003,-0.07439,none,,,2.186,1.054,LIS,0.968643,-14.981,5.087,34.256,,,2010-09-30,https://logo.clearbit.com/scbraga.pt
1326,139,FR0000121709,137.7,13/08/2021 17:35,137.7,Euronext,S.E.B.,138.2,SK,SK.PA,CET,EUR,5302228.5,38429,Paris,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.103269994,0.0433,0.002,0.0799,0.040570002,none,,144.727,43.374,0.961,PAR,0.800995,14.276,1.474,44.719,0.065,15.084745,2020-12-31,https://logo.clearbit.com/groupeseb.com
1327,0.338,FR0013467123,0.334,13/08/2021 17:35,0.3305,Euronext Growth,SAFE,0.3325,ALSAF,ALSAF.PA,CET,EUR,23220.618,69438,Paris,Healthcare,Medical Instruments & Supplies,-1.7526,-2.27064,-0.272,-1.82258,-0.41689998,none,,3856.118,0.05,0.923,PAR,2.481481,-4.094,7.176,0.007,,,2020-12-31,https://logo.clearbit.com/safeorthopaedics.com
1328,110.28,FR0000073272,109.74,13/08/2021 17:35,109.06,Euronext,SAFRAN,109.6,SAF,SAF.PA,CET,EUR,52310788.24,477253,Paris,Industrials,Aerospace & Defense,0.14971,0.093210004,-0.237,0.06121,0.01345,none,,51.149,9.518,0.657,PAR,1.503928,23.351,3.496,28.926,,18.940971,2021-06-30,https://logo.clearbit.com/safran-group.com
1329,0.05,IT0004013725,0.05,03/05/2011 15:30,0.05,Euronext Growth,SAFWOOD,0.05,ALWOO,ALWOO.PA,CET,EUR,65,1300,Paris,nan,nan,,,,,,nan,,,,,YHD,,,,,,,No info,
1330,2.95,NO0010572589,2.94,13/08/2021 16:25,2.9,B?rs,SAGA PURE,2.935,SAGA,SAGA.OL,CET,NOK,2064347.385,707239,Oslo,Basic Materials,Specialty Chemicals,0.91108,1.34943,,0.91293997,0.22408001,none,,,1.711,165.911,OSL,1.661915,2.42,2.205,2.228,-0.926,,2021-06-30,https://logo.clearbit.com/saga-pure.com
1331,64.93,FR0000125007,64.6,13/08/2021 17:35,64.4,Euronext,SAINT GOBAIN,64.54,SGO,SGO.PA,CET,EUR,34694054.89,536410,Paris,Industrials,Building Products & Equipment,0.13225001,0.05149,0.246,0.10208,0.055219997,none,,73.475,12.522,0.963,PAR,1.380471,7.232,0.956,33.756,,17.492796,2021-06-30,https://logo.clearbit.com/saint-gobain.com
1332,64.93,FR0000125007,64.6,13/08/2021 17:35,64.4,Euronext,SAINT GOBAIN,64.54,SGO,SGO.AS,CET,EUR,34694054.89,536410,Amsterdam,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
1333,64.93,FR0000125007,64.6,13/08/2021 17:35,64.4,Euronext,SAINT GOBAIN,64.54,SGO,SGO.BR,CET,EUR,34694054.89,536410,Brussels,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
1334,23.6,FR0000060121,23.6,13/08/2021 17:04,23.6,Euronext,SAINT JEAN GROUPE,23.6,SABE,SABE.PA,CET,EUR,967.6,41,Paris,Consumer Defensive,Packaged Foods,0.07357,0.00641,0.097,0.0086199995,,none,,,,,PAR,0.115735,11.418,0.84,21.133,-0.875,,2021-06-30,https://logo.clearbit.com/sabeton.fr
1335,593.4,NO0010310956,591.2,13/08/2021 16:44,586.2,B?rs,SALMAR,589.4,SALM,SALM.OL,CET,NOK,34968683,59216,Oslo,Consumer Defensive,Farm Products,0.26483,0.18412,-0.126,0.21844,0.08189,none,,55.266,1.822,0.373,OSL,0.22388,22.644,5.997,93.068,0.772,20.187958,2021-03-31,https://logo.clearbit.com/salmar.no
1336,7.88,NO0010892094,7.77,13/08/2021 16:25,7.7,B?rs,SALMON EVOLUTION,7.83,SALME,SALME.OL,CET,NOK,4795907.02,615038,Oslo,Consumer Defensive,Farm Products,0.0,0.0,,-31.768549,-0.01599,none,,3.379,3.349,9.14,OSL,,-66.135,2064.468,3.588,,,2021-03-31,https://logo.clearbit.com/salmonevolution.no
1337,46.9,CL0002409135,46.9,13/08/2021 15:21,46.9,B?rs,SALMONES CAMANCH,46.9,SACAM,SACAM.OL,CET,NOK,141638,3020,Oslo,Consumer Defensive,Farm Products,-0.09109,-0.12385,-0.527,-0.14739001,-0.060100004,none,,73.56,0.142,0.62,OSL,0.678299,-170.045,15.489,2.546,,,2020-12-31,https://logo.clearbit.com/salmonescamanchaca.cl
1338,190,FR0000060071,188.5,13/08/2021 16:10,188.5,Euronext,SAMSE,190,SAMS,SAMS.PA,CET,EUR,6059.5,32,Paris,Industrials,Industrial Distribution,0.068730004,0.03133,0.119,0.04814,0.03716,none,,72.52,40.992,0.968,PAR,0.943615,8.32,0.572,142.688,0.515,17.466667,2020-12-31,https://logo.clearbit.com/samse.fr
